BedrockFileName,JavaFileName,MatchType
blocks\furnace_side.png,block\furnace_side.png,"Same Image, Different Name"
blocks\furnace_top.png,block\furnace_top.png,"Same Image, Different Name"
blocks\gilded_blackstone.png,block\gilded_blackstone.png,"Same Image, Different Name"
blocks\glass.png,block\glass.png,"Same Image, Different Name"
blocks\glass_black.png,block\black_stained_glass.png,"Same Image, Different Name"
blocks\glass_blue.png,block\blue_stained_glass.png,"Same Image, Different Name"
blocks\glass_brown.png,block\brown_stained_glass.png,"Same Image, Different Name"
blocks\glass_cyan.png,block\cyan_stained_glass.png,"Same Image, Different Name"
blocks\glass_gray.png,block\gray_stained_glass.png,"Same Image, Different Name"
blocks\glass_green.png,block\green_stained_glass.png,"Same Image, Different Name"
blocks\glass_light_blue.png,block\light_blue_stained_glass.png,"Same Image, Different Name"
blocks\glass_lime.png,block\lime_stained_glass.png,"Same Image, Different Name"
blocks\glass_magenta.png,block\magenta_stained_glass.png,"Same Image, Different Name"
blocks\glass_orange.png,block\orange_stained_glass.png,"Same Image, Different Name"
blocks\glass_pink.png,block\pink_stained_glass.png,"Same Image, Different Name"
blocks\glass_purple.png,block\purple_stained_glass.png,"Same Image, Different Name"
blocks\glass_red.png,block\red_stained_glass.png,"Same Image, Different Name"
blocks\glass_silver.png,block\light_gray_stained_glass.png,"Same Image, Different Name"
blocks\glass_white.png,block\white_stained_glass.png,"Same Image, Different Name"
blocks\glass_yellow.png,block\yellow_stained_glass.png,"Same Image, Different Name"
blocks\glazed_terracotta_black.png,block\black_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_blue.png,block\blue_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_brown.png,block\brown_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_cyan.png,block\cyan_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_gray.png,block\gray_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_green.png,block\green_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_light_blue.png,block\light_blue_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_lime.png,block\lime_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_magenta.png,block\magenta_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_orange.png,block\orange_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_pink.png,block\pink_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_red.png,block\red_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_silver.png,block\light_gray_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_white.png,block\white_glazed_terracotta.png,"Same Image, Different Name"
blocks\glazed_terracotta_yellow.png,block\yellow_glazed_terracotta.png,"Same Image, Different Name"
blocks\glowstone.png,block\glowstone.png,"Same Image, Different Name"
blocks\glow_item_frame.png,block\glow_item_frame.png,"Same Image, Different Name"
blocks\glow_lichen.png,block\glow_lichen.png,"Same Image, Different Name"
blocks\gold_block.png,block\gold_block.png,"Same Image, Different Name"
blocks\gold_ore.png,block\gold_ore.png,"Same Image, Different Name"
blocks\grass_block_snow.png,block\grass_block_snow.png,"Same Image, Different Name"
blocks\grass_path_side.png,block\dirt_path_side.png,"Same Image, Different Name"
blocks\grass_path_top.png,block\dirt_path_top.png,"Same Image, Different Name"
blocks\grass_side_carried.png,block\grass_block_side.png,"Same Image, Different Name"
blocks\grass_top.png,block\grass_block_top.png,"Same Image, Different Name"
blocks\gravel.png,block\gravel.png,"Same Image, Different Name"
blocks\guster_pottery_pattern.png,entity\decorated_pot\guster_pottery_pattern.png,"Same Image, Different Name"
blocks\hanging_roots.png,block\hanging_roots.png,"Same Image, Different Name"
blocks\hardened_clay.png,block\terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_black.png,block\black_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_blue.png,block\blue_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_brown.png,block\brown_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_cyan.png,block\cyan_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_gray.png,block\gray_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_green.png,block\green_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_light_blue.png,block\light_blue_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_lime.png,block\lime_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_magenta.png,block\magenta_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_orange.png,block\orange_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_pink.png,block\pink_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_purple.png,block\purple_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_red.png,block\red_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_silver.png,block\light_gray_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_white.png,block\white_terracotta.png,"Same Image, Different Name"
blocks\hardened_clay_stained_yellow.png,block\yellow_terracotta.png,"Same Image, Different Name"
blocks\hay_block_side.png,block\hay_block_side.png,"Same Image, Different Name"
blocks\hay_block_top.png,block\hay_block_top.png,"Same Image, Different Name"
blocks\heartbreak_pottery_pattern.png,entity\decorated_pot\heartbreak_pottery_pattern.png,"Same Image, Different Name"
blocks\heart_pottery_pattern.png,entity\decorated_pot\heart_pottery_pattern.png,"Same Image, Different Name"
blocks\heavy_core.png,block\heavy_core.png,"Same Image, Different Name"
blocks\honeycomb.png,block\honeycomb_block.png,"Same Image, Different Name"
blocks\honey_bottom.png,block\honey_block_bottom.png,"Same Image, Different Name"
blocks\honey_side.png,block\honey_block_side.png,"Same Image, Different Name"
blocks\honey_top.png,block\honey_block_top.png,"Same Image, Different Name"
blocks\hopper_inside.png,block\hopper_inside.png,"Same Image, Different Name"
blocks\hopper_outside.png,block\hopper_outside.png,"Same Image, Different Name"
blocks\hopper_top.png,block\hopper_top.png,"Same Image, Different Name"
blocks\howl_pottery_pattern.png,entity\decorated_pot\howl_pottery_pattern.png,"Same Image, Different Name"
blocks\ice.png,block\ice.png,"Same Image, Different Name"
blocks\ice_packed.png,block\packed_ice.png,"Same Image, Different Name"
blocks\iron_bars.png,block\iron_bars.png,"Same Image, Different Name"
blocks\iron_block.png,block\iron_block.png,"Same Image, Different Name"
blocks\iron_ore.png,block\iron_ore.png,"Same Image, Different Name"
blocks\iron_trapdoor.png,block\iron_trapdoor.png,"Same Image, Different Name"
blocks\itemframe_background.png,block\item_frame.png,"Same Image, Different Name"
blocks\jigsaw_back.png,block\jigsaw_bottom.png,"Same Image, Different Name"
blocks\jigsaw_front.png,block\jigsaw_top.png,"Same Image, Different Name"
blocks\jigsaw_lock.png,block\jigsaw_lock.png,"Same Image, Different Name"
blocks\jigsaw_side.png,block\jigsaw_side.png,"Same Image, Different Name"
blocks\jukebox_side.png,block\jukebox_side.png,"Same Image, Different Name"
blocks\jukebox_top.png,block\jukebox_top.png,"Same Image, Different Name"
blocks\jungle_trapdoor.png,block\jungle_trapdoor.png,"Same Image, Different Name"
blocks\ladder.png,block\ladder.png,"Same Image, Different Name"
blocks\lantern.png,block\lantern.png,"Same Image, Different Name"
blocks\lapis_block.png,block\lapis_block.png,"Same Image, Different Name"
blocks\lapis_ore.png,block\lapis_ore.png,"Same Image, Different Name"
blocks\large_amethyst_bud.png,block\large_amethyst_bud.png,"Same Image, Different Name"
blocks\lava_flow.png,block\lava_flow.png,"Same Image, Different Name"
blocks\lava_still.png,block\lava_still.png,"Same Image, Different Name"
blocks\leaf_litter.png,block\leaf_litter.png,"Same Image, Different Name"
blocks\lectern_base.png,block\lectern_base.png,"Same Image, Different Name"
blocks\lectern_front.png,block\lectern_front.png,"Same Image, Different Name"
blocks\lectern_sides.png,block\lectern_sides.png,"Same Image, Different Name"
blocks\lectern_top.png,block\lectern_top.png,"Same Image, Different Name"
blocks\lever.png,block\lever.png,"Same Image, Different Name"
blocks\lightning_rod.png,block\lightning_rod.png,"Same Image, Different Name"
blocks\lodestone_side.png,block\lodestone_side.png,"Same Image, Different Name"
blocks\lodestone_top.png,block\lodestone_top.png,"Same Image, Different Name"
blocks\log_acacia.png,block\acacia_log.png,"Same Image, Different Name"
blocks\log_acacia_top.png,block\acacia_log_top.png,"Same Image, Different Name"
blocks\log_big_oak.png,block\dark_oak_log.png,"Same Image, Different Name"
blocks\log_big_oak_top.png,block\dark_oak_log_top.png,"Same Image, Different Name"
blocks\log_birch.png,block\birch_log.png,"Same Image, Different Name"
blocks\log_birch_top.png,block\birch_log_top.png,"Same Image, Different Name"
blocks\log_jungle.png,block\jungle_log.png,"Same Image, Different Name"
blocks\log_jungle_top.png,block\jungle_log_top.png,"Same Image, Different Name"
blocks\log_oak.png,block\oak_log.png,"Same Image, Different Name"
blocks\log_oak_top.png,block\oak_log_top.png,"Same Image, Different Name"
blocks\log_spruce.png,block\spruce_log.png,"Same Image, Different Name"
blocks\log_spruce_top.png,block\spruce_log_top.png,"Same Image, Different Name"
blocks\loom_bottom.png,block\loom_bottom.png,"Same Image, Different Name"
blocks\loom_front.png,block\loom_front.png,"Same Image, Different Name"
blocks\loom_side.png,block\loom_side.png,"Same Image, Different Name"
blocks\magma.png,block\magma.png,"Same Image, Different Name"
blocks\mangrove_door_bottom.png,block\mangrove_door_bottom.png,"Same Image, Different Name"
blocks\mangrove_door_top.png,block\mangrove_door_top.png,"Same Image, Different Name"
blocks\mangrove_log_side.png,block\mangrove_log.png,"Same Image, Different Name"
blocks\mangrove_log_top.png,block\mangrove_log_top.png,"Same Image, Different Name"
blocks\mangrove_planks.png,block\mangrove_planks.png,"Same Image, Different Name"
blocks\mangrove_propagule.png,block\mangrove_propagule.png,"Same Image, Different Name"
blocks\mangrove_propagule_hanging.png,block\mangrove_propagule_hanging.png,"Same Image, Different Name"
blocks\mangrove_roots_side.png,block\mangrove_roots_side.png,"Same Image, Different Name"
blocks\mangrove_roots_top.png,block\mangrove_roots_top.png,"Same Image, Different Name"
blocks\mangrove_trapdoor.png,block\mangrove_trapdoor.png,"Same Image, Different Name"
blocks\medium_amethyst_bud.png,block\medium_amethyst_bud.png,"Same Image, Different Name"
blocks\melon_side.png,block\melon_side.png,"Same Image, Different Name"
blocks\melon_stem_connected.png,block\attached_melon_stem.png,"Same Image, Different Name"
blocks\melon_stem_disconnected.png,block\melon_stem.png,"Same Image, Different Name"
blocks\melon_top.png,block\melon_top.png,"Same Image, Different Name"
blocks\miner_pottery_pattern.png,entity\decorated_pot\miner_pottery_pattern.png,"Same Image, Different Name"
blocks\mob_spawner.png,block\spawner.png,"Same Image, Different Name"
blocks\moss_block.png,block\moss_block.png,"Same Image, Different Name"
blocks\mourner_pottery_pattern.png,entity\decorated_pot\mourner_pottery_pattern.png,"Same Image, Different Name"
blocks\mud.png,block\mud.png,"Same Image, Different Name"
blocks\muddy_mangrove_roots_side.png,block\muddy_mangrove_roots_side.png,"Same Image, Different Name"
blocks\muddy_mangrove_roots_top.png,block\muddy_mangrove_roots_top.png,"Same Image, Different Name"
blocks\mud_bricks.png,block\mud_bricks.png,"Same Image, Different Name"
blocks\mushroom_block_inside.png,block\mushroom_block_inside.png,"Same Image, Different Name"
blocks\mushroom_block_skin_brown.png,block\brown_mushroom_block.png,"Same Image, Different Name"
blocks\mushroom_block_skin_red.png,block\red_mushroom_block.png,"Same Image, Different Name"
blocks\mushroom_block_skin_stem.png,block\mushroom_stem.png,"Same Image, Different Name"
blocks\mushroom_brown.png,block\brown_mushroom.png,"Same Image, Different Name"
blocks\mushroom_red.png,block\red_mushroom.png,"Same Image, Different Name"
blocks\mycelium_side.png,block\mycelium_side.png,"Same Image, Different Name"
blocks\mycelium_top.png,block\mycelium_top.png,"Same Image, Different Name"
blocks\netherite_block.png,block\netherite_block.png,"Same Image, Different Name"
blocks\netherrack.png,block\netherrack.png,"Same Image, Different Name"
blocks\nether_brick.png,block\nether_bricks.png,"Same Image, Different Name"
blocks\nether_gold_ore.png,block\nether_gold_ore.png,"Same Image, Different Name"
blocks\nether_sprouts.png,block\nether_sprouts.png,"Same Image, Different Name"
blocks\nether_wart_stage_0.png,block\nether_wart_stage0.png,"Same Image, Different Name"
blocks\nether_wart_stage_1.png,block\nether_wart_stage1.png,"Same Image, Different Name"
blocks\nether_wart_stage_2.png,block\nether_wart_stage2.png,"Same Image, Different Name"
blocks\noteblock.png,block\note_block.png,"Same Image, Different Name"
blocks\observer_back.png,block\observer_back.png,"Same Image, Different Name"
blocks\observer_front.png,block\observer_front.png,"Same Image, Different Name"
blocks\observer_side.png,block\observer_side.png,"Same Image, Different Name"
blocks\observer_top.png,block\observer_top.png,"Same Image, Different Name"
blocks\obsidian.png,block\obsidian.png,"Same Image, Different Name"
blocks\ochre_froglight_side.png,block\ochre_froglight_side.png,"Same Image, Different Name"
blocks\ochre_froglight_top.png,block\ochre_froglight_top.png,"Same Image, Different Name"
blocks\oxidized_chiseled_copper.png,block\oxidized_chiseled_copper.png,"Same Image, Different Name"
blocks\oxidized_copper.png,block\oxidized_copper.png,"Same Image, Different Name"
blocks\oxidized_copper_bulb.png,block\oxidized_copper_bulb.png,"Same Image, Different Name"
blocks\oxidized_copper_bulb_lit.png,block\oxidized_copper_bulb_lit.png,"Same Image, Different Name"
